"Fecha","Consentimiento"," 1. En relación con el servicio Nequi, selecciona la opción que te describa mejor:","2. En relación con el servicio Daviplata, selecciona la opción que te describa mejor:"," 3. En relación con el servicio Addi, selecciona la opción que te describa mejor:","4. En relación con el servicio Sistecrédito, selecciona la opción que te describa mejor:","5. En general, ¿qué tan seguro(a) te sientes al usar servicios Fintech para manejar tu dinero o tus datos personales?"," 6. ¿Qué tan seguro(a) te sientes al usar billeteras digitales como Nequi o Daviplata?","7. ¿Qué tan seguro(a) te sientes al usar créditos digitales como Addi o Sistecrédito?","8.  ¿Cuáles de los siguientes factores influyen más en tu confianza o desconfianza hacia las plataformas Fintech?","9. ¿Has tenido alguna experiencia negativa al usar billeteras o créditos digitales (errores, fraudes, demoras, mala atención)?","10. En tu opinión, ¿las plataformas Fintech ofrecen una protección de datos personales igual, mejor o peor que la banca tradicional?","11. En general, ¿qué tan probable es que en los próximos 12 meses continúes usando o recomiendes a otras personas las billeteras o créditos digitales?","12. ¿Cómo calificas tu nivel de conocimiento o educación financiera para manejar servicios Fintech?","13. Selecciona tu rango de edad:","14. ¿Qué tanto conocimiento consideras que tienes sobre las plataformas Fintech (Nequi, Daviplata, Addi, Sistecrédito)?","15. Selecciona tu género","16. Ciudad o municipio donde resides actualmente:"
"11/18/2025 14:18:32","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Poco seguro(a)","Poco seguro(a)","Poco seguro(a)","Facilidad de uso y claridad en la aplicación., Recomendaciones de familiares o amigos.","No.","Mejor que la banca tradicional.","Poco probable.","Bajo","25–34 años.","Bajo.","Femenino","Sonsón Antioquia "
"11/18/2025 14:20:33","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","No lo conozco.","Seguro(a).","Seguro(a).","Poco seguro(a)","Facilidad de uso y claridad en la aplicación.","No.","No lo sé / No tengo suficiente información.","Probable.","Bajo","25–34 años.","Bajo.","Masculino","Bello"
"11/18/2025 14:25:23","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación., Educación financiera o conocimiento del servicio.","No.","Mejor que la banca tradicional.","Poco probable.","Alto.","18–24 años.","Alto.","Femenino","Sonsón "
"11/18/2025 15:01:42","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","Seguro(a).","Seguro(a).","Poco seguro(a)","Educación financiera o conocimiento del servicio., Recomendaciones de familiares o amigos.","No.","Igual que la banca tradicional.","Probable.","Bajo","25–34 años.","Bajo.","Femenino","Sonsón "
"11/18/2025 15:04:30","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación., Recomendaciones de familiares o amigos.","No.","No lo sé / No tengo suficiente información.","Probable.","Alto.","45–54 años.","Alto.","Femenino","Sonson"
"11/18/2025 15:09:01","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Lo uso actualmente.","Seguro(a).","Seguro(a).","Seguro(a).","Experiencias previas de fraude o estafa., Facilidad de uso y claridad en la aplicación.","No.","Igual que la banca tradicional.","Probable.","Bajo","25–34 años.","Bajo.","Femenino","Bello"
"11/18/2025 15:23:18","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","No lo conozco.","No lo conozco.","Muy seguro(a).","Muy seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación.","No.","No lo sé / No tengo suficiente información.","Muy probable.","Alto.","35–44 años.","Alto.","Masculino","Sonson"
"11/18/2025 15:28:51","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo uso actualmente.","Lo usé antes, pero ya no.","Seguro(a).","Seguro(a).","Muy seguro(a).","Facilidad de uso y claridad en la aplicación.","No.","Igual que la banca tradicional.","Muy probable.","Alto.","35–44 años.","Alto.","Femenino","Sonson antioquia "
"11/18/2025 15:30:00","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación., Recomendaciones de familiares o amigos.","No.","Igual que la banca tradicional.","Probable.","Alto.","25–34 años.","Bajo.","Otro","Bello"
"11/18/2025 15:36:08","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","No lo conozco.","Lo uso actualmente.","Lo uso actualmente.","Seguro(a).","Nada seguro(a).","Seguro(a).","Experiencias previas de fraude o estafa.","No.","No lo sé / No tengo suficiente información.","Poco probable.","Muy bajo.","25–34 años.","Bajo.","Femenino","Sonsón "
"11/18/2025 15:37:03","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","No lo conozco.","Lo usé antes, pero ya no.","Poco seguro(a)","Seguro(a).","Poco seguro(a)","Facilidad de uso y claridad en la aplicación., Recomendaciones de familiares o amigos.","No.","No lo sé / No tengo suficiente información.","Muy probable.","Alto.","25–34 años.","Alto.","Femenino","Sonsón antioquia"
"11/18/2025 15:37:17","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Lo uso actualmente.","Poco seguro(a)","Poco seguro(a)","Seguro(a).","Reputación o respaldo de la empresa., Educación financiera o conocimiento del servicio.","No.","No lo sé / No tengo suficiente información.","Poco probable.","Bajo","18–24 años.","Bajo.","Femenino","Sonsón-Antioquia "
"11/18/2025 15:52:49","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación., Recomendaciones de familiares o amigos.","No.","Igual que la banca tradicional.","Probable.","Alto.","25–34 años.","Alto.","Masculino","Medellín"
"11/18/2025 15:57:47","Acepto participar de forma voluntaria y anónima.","Lo usé antes, pero ya no.","Lo uso actualmente.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Seguro(a).","Reputación o respaldo de la empresa.","No.","Mejor que la banca tradicional.","Probable.","Alto.","35–44 años.","Alto.","Femenino","Medellín"
"11/18/2025 16:11:40","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","Lo usé antes, pero ya no.","Poco seguro(a)","Poco seguro(a)","Seguro(a).","Educación financiera o conocimiento del servicio.","No.","No lo sé / No tengo suficiente información.","Poco probable.","Bajo","18–24 años.","Alto.","Femenino","Sonsón Antioquia "
"11/18/2025 16:38:53","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","No lo conozco.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Poco seguro(a)","Reputación o respaldo de la empresa., Educación financiera o conocimiento del servicio.","Sí.","Peor que la banca tradicional.","Probable.","Bajo","45–54 años.","Bajo.","Masculino","Medellin"
"11/18/2025 16:59:49","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación., Educación financiera o conocimiento del servicio.","Sí.","Igual que la banca tradicional.","Probable.","Bajo","18–24 años.","Alto.","Masculino","Medellin "
"11/18/2025 17:02:28","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Poco seguro(a)","Seguro(a).","Poco seguro(a)","Educación financiera o conocimiento del servicio.","No.","No lo sé / No tengo suficiente información.","Poco probable.","Alto.","35–44 años.","Alto.","Femenino","Medellin "
"11/18/2025 17:05:32","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Poco seguro(a)","Seguro(a).","Seguro(a).","Experiencias previas de fraude o estafa., Reputación o respaldo de la empresa.","Sí.","No lo sé / No tengo suficiente información.","Probable.","Alto.","18–24 años.","Muy alto","Femenino","Medellín "
"11/18/2025 17:57:37","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo uso actualmente.","Lo uso actualmente.","Seguro(a).","Seguro(a).","Seguro(a).","Experiencias previas de fraude o estafa., Recomendaciones de familiares o amigos.","No.","Mejor que la banca tradicional.","Probable.","Alto.","25–34 años.","Alto.","Masculino","Medellín "
"11/18/2025 17:58:40","Acepto participar de forma voluntaria y anónima.","Lo usé antes, pero ya no.","Lo uso actualmente.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación.","No.","Igual que la banca tradicional.","Probable.","Bajo","25–34 años.","Alto.","Femenino","Medellín"
"11/18/2025 18:07:07","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","No lo conozco.","Lo uso actualmente.","Lo usé antes, pero ya no.","Seguro(a).","Seguro(a).","Seguro(a).","Reputación o respaldo de la empresa., Recomendaciones de familiares o amigos.","No.","Mejor que la banca tradicional.","Probable.","Bajo","25–34 años.","Alto.","Femenino","Bello"
"11/18/2025 18:07:25","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Nada seguro(a).","Facilidad de uso y claridad en la aplicación.","No.","No lo sé / No tengo suficiente información.","Muy probable.","Bajo","18–24 años.","Alto.","Femenino","Bello"
"11/18/2025 18:08:02","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Poco seguro(a)","Poco seguro(a)","Poco seguro(a)","Recomendaciones de familiares o amigos.","No.","Igual que la banca tradicional.","Poco probable.","Bajo","45–54 años.","Bajo.","Femenino","Bello"
"11/18/2025 18:08:47","Acepto participar de forma voluntaria y anónima.","Lo usé antes, pero ya no.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo usé antes, pero ya no.","Seguro(a).","Seguro(a).","Seguro(a).","Reputación o respaldo de la empresa., Facilidad de uso y claridad en la aplicación.","No.","Mejor que la banca tradicional.","Probable.","Alto.","25–34 años.","Alto.","Masculino","Bello"
"11/18/2025 18:09:17","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación.","No.","Igual que la banca tradicional.","Probable.","Alto.","45–54 años.","Alto.","Masculino","Medellín "
"11/18/2025 18:09:59","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo uso actualmente.","Lo usé antes, pero ya no.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación.","No.","Peor que la banca tradicional.","Poco probable.","Bajo","35–44 años.","Bajo.","Masculino","Bello"
"11/18/2025 18:10:48","Acepto participar de forma voluntaria y anónima.","Lo usé antes, pero ya no.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","Poco seguro(a)","Poco seguro(a)","Seguro(a).","Facilidad de uso y claridad en la aplicación.","No.","No lo sé / No tengo suficiente información.","Poco probable.","Bajo","45–54 años.","Bajo.","Femenino","Bello"
"11/18/2025 18:11:34","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","Lo uso actualmente.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación.","No.","Mejor que la banca tradicional.","Probable.","Muy alto.","25–34 años.","Muy alto","Masculino","Medellín"
"11/18/2025 18:12:14","Acepto participar de forma voluntaria y anónima.","Lo usé antes, pero ya no.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Poco seguro(a)","Poco seguro(a)","Poco seguro(a)","Experiencias previas de fraude o estafa.","Sí.","Peor que la banca tradicional.","Poco probable.","Bajo","35–44 años.","Bajo.","Masculino","Bello"
"11/18/2025 18:25:50","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","Lo usé antes, pero ya no.","Muy seguro(a).","Muy seguro(a).","Seguro(a).","Reputación o respaldo de la empresa., Facilidad de uso y claridad en la aplicación.","No.","Igual que la banca tradicional.","Muy probable.","Muy alto.","25–34 años.","Muy alto","Masculino","La ceja "
"11/18/2025 19:02:55","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Poco seguro(a)","Seguro(a).","Seguro(a).","Experiencias previas de fraude o estafa., Reputación o respaldo de la empresa.","No.","Igual que la banca tradicional.","Probable.","Alto.","25–34 años.","Alto.","Femenino","Medellin "
"11/18/2025 19:58:11","Acepto participar de forma voluntaria y anónima.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Poco seguro(a)","Poco seguro(a)","Seguro(a).","Facilidad de uso y claridad en la aplicación.","No.","Mejor que la banca tradicional.","Poco probable.","Muy bajo.","35–44 años.","Bajo.","Femenino","Bello"
"11/18/2025 20:26:47","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo usé antes, pero ya no.","Lo uso actualmente.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación.","No.","Mejor que la banca tradicional.","Poco probable.","Alto.","35–44 años.","Alto.","Masculino","La Ceja"
"11/18/2025 20:27:30","Acepto participar de forma voluntaria y anónima.","Lo usé antes, pero ya no.","Lo uso actualmente.","Lo uso actualmente.","Lo uso actualmente.","Seguro(a).","Seguro(a).","Seguro(a).","Educación financiera o conocimiento del servicio.","No.","Igual que la banca tradicional.","Probable.","Alto.","25–34 años.","Alto.","Femenino","La Ceja"
"11/18/2025 20:28:12","Acepto participar de forma voluntaria y anónima.","Lo usé antes, pero ya no.","No lo conozco.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Poco seguro(a)","Poco seguro(a)","Poco seguro(a)","Reputación o respaldo de la empresa.","No.","Igual que la banca tradicional.","Poco probable.","Alto.","35–44 años.","Alto.","Masculino","La Ceja"
"11/18/2025 20:28:44","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo uso actualmente.","Lo usé antes, pero ya no.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación., Recomendaciones de familiares o amigos.","No.","Mejor que la banca tradicional.","Probable.","Alto.","18–24 años.","Alto.","Femenino","La Ceja"
"11/18/2025 20:29:39","Acepto participar de forma voluntaria y anónima.","Lo usé antes, pero ya no.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo uso actualmente.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación.","No.","Mejor que la banca tradicional.","Probable.","Bajo","35–44 años.","Bajo.","Femenino","La Ceja"
"11/18/2025 20:30:12","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación.","No.","Mejor que la banca tradicional.","Probable.","Muy alto.","45–54 años.","Muy alto","Masculino","La Ceja"
"11/18/2025 20:31:03","Acepto participar de forma voluntaria y anónima.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación.","No.","No lo sé / No tengo suficiente información.","Poco probable.","Bajo","35–44 años.","Bajo.","Femenino","La Ceja"
"11/18/2025 20:56:37","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación., Educación financiera o conocimiento del servicio.","No.","Mejor que la banca tradicional.","Probable.","Alto.","25–34 años.","Alto.","Femenino","Bello"
"11/18/2025 20:57:27","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación.","No.","Mejor que la banca tradicional.","Probable.","Alto.","25–34 años.","Alto.","Masculino","Bello"
"11/18/2025 20:59:47","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","No lo conozco.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Poco seguro(a)","Experiencias previas de fraude o estafa., Facilidad de uso y claridad en la aplicación.","Sí.","No lo sé / No tengo suficiente información.","Nada probable.","Bajo","25–34 años.","Bajo.","Masculino","Medellin"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
